"Entrez_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","absFC","Cluster_Membership","Response_Direction"
653635,0.119636481270627,3.2249670687525,0.733897526829191,0.468052802176341,0.845598312010791,-6.7753575257265,"WASH7P",0.119636481270627,"NoMotif",NA
729737,-0.00148226934444029,3.30607355150121,-0.00734417310711925,0.994183264616018,0.998646802247405,-7.0959476790446,"LOC729737",0.00148226934444029,"Recovered",NA
102723897,0.218306893772375,3.40251660434944,1.34712955962346,0.186867593344569,0.6128087919832,-6.17496742597186,"LOC102723897",0.218306893772375,"Recovered",NA
100132287,0.122756263918224,2.59812472894423,0.622171395561683,0.537988262253027,0.875890156589096,-6.75295826737899,"LOC100132287",0.122756263918224,"Recovered",NA
102465432,0.532833657046455,6.50207732900216,2.74649601742311,0.00956899400717224,0.128776715402913,-3.89330079823194,NA,0.532833657046455,"Recovered",NA
100133331,0.125121686572439,2.39507336541976,0.649199299433516,0.52058044535135,0.86838203599557,-6.71487524088081,NA,0.125121686572439,"Recovered",NA
79854,-0.0296309969344946,0.300262405294644,-0.086924229978584,0.931242737900648,0.986349934462562,-6.54632335220244,"LINC00115",0.0296309969344946,"Recovered",NA
643837,-0.535707431968258,5.82333766379001,-4.26362226279453,0.00015165854326874,0.00656072109083111,0.0817347066624059,"LINC01128",0.535707431968258,"Recovered",NA
100130417,0.0738602924633678,0.0812680109991223,0.184227331868045,0.854931848675273,0.971648504438614,-6.50048367932372,"LINC02593",0.0738602924633678,"NoMotif",NA
148398,0.0241099697152388,0.607742428307635,0.0493433238783816,0.960935035995836,0.992824368713438,-6.60388800466789,"SAMD11",0.0241099697152388,"NoMotif",NA
26155,0.171646266072068,6.4347217227515,1.75352297261698,0.0885435750063166,0.44501770814863,-5.87492189188238,"NOC2L",0.171646266072068,"Recovered",NA
339451,0.147614743750463,3.79577950285746,0.881225748323027,0.384395953631005,0.800709935278676,-6.7310435220571,"KLHL17",0.147614743750463,"Recovered",NA
57801,-0.162557605764661,5.27541397037155,-0.874057076054641,0.388232284271694,0.802384265744213,-6.94680567067217,"HES4",0.162557605764661,"NoMotif",NA
9636,-0.0910032816227802,3.19122521075155,-0.342172207695572,0.734331934288538,0.945426592360823,-6.94059740511117,"ISG15",0.0910032816227802,"Recovered",NA
375790,0.298817466890068,9.27061167787648,1.72298054792207,0.0939964511086368,0.458953165323118,-5.7957184220881,"AGRN",0.298817466890068,"NoMotif",NA
54991,-0.0158533936068426,3.19201310434901,-0.0986511912553053,0.921995777996841,0.984199906451227,-7.06931948399303,"C1orf159",0.0158533936068426,"Recovered",NA
51150,0.2940447728478,8.13305061447126,2.73582965445769,0.00982571178329614,0.130752340120114,-3.86241339197155,"SDF4",0.2940447728478,"Recovered",NA
126792,0.133880465011336,5.64497733107186,1.47014638156877,0.150735613110233,0.562371871840912,-6.28878214750062,"B3GALT6",0.133880465011336,"NoMotif",NA
388581,0.132197917876102,-0.103055371221024,0.438822157149538,0.663572309923005,0.920082493055825,-6.39123210096101,"C1QTNF12",0.132197917876102,"Recovered",NA
118424,0.137210492469395,5.42311376205292,0.891651387693156,0.378860051432396,0.79616410678036,-6.93289282057882,"UBE2J2",0.137210492469395,"Recovered",NA
6339,-0.0221702274071496,3.2374057240999,-0.0980895830699462,0.922438377522387,0.984246582770614,-7.0134990081021,"SCNN1D",0.0221702274071496,"NoMotif",NA
116983,0.200894996000312,6.2571169798349,1.76865360705561,0.0859424006980475,0.439184383064333,-5.84560563585335,"ACAP3",0.200894996000312,"NoMotif",NA
126789,0.137787858903248,2.78407085733355,0.914829881721068,0.366737254925564,0.786359801329613,-6.56095695989399,"PUSL1",0.137787858903248,"Recovered",NA
54973,0.0411676696286047,5.77285749344264,0.432331277878882,0.668236201825715,0.922327430886738,-7.27300330888613,"INTS11",0.0411676696286047,"NoMotif",NA
80772,-0.0468646340479246,4.47082642957324,-0.226572748291367,0.822115551626852,0.964453486164686,-7.23052563172731,"CPTP",0.0468646340479246,"Recovered",NA
83756,0.314421428982308,1.10613736295016,1.20873555932647,0.235121275179395,0.667891953597165,-5.94792411454572,"TAS1R3",0.314421428982308,"Recovered",NA
1855,0.0485104794916298,5.526485220204,0.389909141710278,0.699040800492598,0.933268262586961,-7.27970188071447,"DVL1",0.0485104794916298,"Recovered",NA
54587,-0.0328270356968068,4.03086245006225,-0.145011678045489,0.885559696170853,0.976085696980251,-7.14834138547164,"MXRA8",0.0328270356968068,"NoMotif",NA
54998,0.0106979114997623,5.49233400242775,0.0880440176378573,0.930359321710652,0.986021818530234,-7.34721911417625,"AURKAIP1",0.0106979114997623,"Recovered",NA
81669,0.0626769933553213,7.45956261116174,0.522991111952416,0.604379442323751,0.900812869223878,-7.2226911411597,"CCNL2",0.0626769933553213,"NoMotif",NA
148413,0.0675871764517555,3.54837484291024,0.405498146957873,0.687657212789046,0.929008739496778,-7.00968865040104,"MRPL20-AS1",0.0675871764517555,"Recovered",NA
55052,-0.0239428182716663,5.28017581978417,-0.234066413813739,0.816340119867488,0.964034224323284,-7.30797687633948,"MRPL20",0.0239428182716663,"NoMotif",NA
64856,-0.46802552066449,2.96137655473008,-1.46563744849164,0.151954076430835,0.565178327055958,-5.94832341827467,"VWA1",0.46802552066449,"Sustained","notproSus"
219293,0.346208710480134,0.0729524309357114,1.00393754708295,0.322515449693272,0.753454126988087,-6.01663358589846,"ATAD3C",0.346208710480134,"Recovered",NA
83858,0.15485283626299,4.72152603655942,0.857743973860691,0.397052698222721,0.806960674052545,-6.89428331551713,"ATAD3B",0.15485283626299,"Recovered",NA
