"Individual","Treatment","Timepoint","Magnification","Image","Nuclei_Count","Mean_of_Mean","Mean_of_Median","Mean_of_Max","Mean_Percent_Red_Positive","Mean_Red_Positive_Pixels"
"Ind4","DMSO","24T","20X","DMSO_24T_75_EMP_20X_RGB_0010_DAPI",60,13.9026,9.72,50.8,54.6315,162.54
"Ind4","DMSO","24T","20X","DMSO_24Tdup_75_EMP_20X_RGB_0001_DAPI",199,18.4884659685864,11.6020942408377,56.0157068062827,112.501267015707,469.748691099476
"Ind4","DMSO","24T","20X","DMSO_24Tdup_75_EMP_20X_RGB_0002_DAPI",116,14.5439217391304,10.2869565217391,48.1652173913043,61.1766173913043,283.660869565217
"Ind4","DMSO","24T","20X","DMSO_24Tdup_75_EMP_20X_RGB_0003_DAPI",257,20.6174007782101,13.8871595330739,45.6770428015564,194.954322957198,436
"Ind4","DOX","144R","10X","DOX_144R_75_EMP_10X_RGB_0001_DAPI",357,12.153775,9.94583333333333,29.4416666666667,10.5776416666667,19.0625
"Ind4","DOX","144R","10X","DOX_144R_75_EMP_10X_RGB_0002_DAPI",182,10.935625,8.7890625,31.8359375,7.0671796875,15.2734375
"Ind4","DOX","144R","10X","DOX_144R_75_EMP_10X_RGB_0003_DAPI",327,11.7484641148325,9.88995215311005,27.2679425837321,5.10757894736842,12.2679425837321
"Ind4","DOX","144R","10X","DOX_144R_75_EMP_10X_RGB_0009_DAPI",208,13.2192083333333,10.9166666666667,32.0729166666667,8.10051041666667,13.8125
"Ind4","DOX","144R","10X","DOX_144R_75_EMP_10X_RGB_0010_DAPI",220,13.626972972973,10.8783783783784,29.5067567567568,3.89821621621622,6.72297297297297
"Ind4","DOX","144R","20X","DOX_144R_75_EMP_20X_RGB_0004_DAPI",87,12.7796705882353,9.04705882352941,56.5411764705882,28.5560117647059,147.105882352941
"Ind4","DOX","144R","20X","DOX_144R_75_EMP_20X_RGB_0005_DAPI",108,14.2646574074074,9.65740740740741,54.5833333333333,56.9841759259259,235.342592592593
"Ind4","DOX","144R","20X","DOX_144R_75_EMP_20X_RGB_0006_DAPI",72,21.2166805555556,14,74.4027777777778,271.610305555556,913.083333333333
"Ind4","DOX","144R","20X","DOX_144R_75_EMP_20X_RGB_0007_DAPI",98,13.6996808510638,9.80851063829787,44.1595744680851,58.7348829787234,162.68085106383
"Ind4","DOX","144R","20X","DOX_144R_75_EMP_20X_RGB_0008_DAPI",63,12.4666724137931,9.10344827586207,37.2068965517241,31.5193793103448,71.6206896551724
"Ind4","DOX","24R","10X","DOX_24R_75_EMP_10X_RGB_0003_DAPI",105,16.7357391304348,12.8260869565217,42.6195652173913,30.1516413043478,61.9021739130435
"Ind4","DOX","24R","10X","DOX_24R_75_EMP_10X_RGB_0004_DAPI",248,18.3832489451477,12.4683544303797,46.8438818565401,52.4664641350211,121.189873417722
"Ind4","DOX","24R","10X","DOX_24Rdup_75_EMP_10X_RGB_0001_DAPI",248,18.3832489451477,12.4683544303797,46.8438818565401,52.4664641350211,121.189873417722
"Ind4","DOX","24R","10X","DOX_24Rdup_75_EMP_10X_RGB_0002_DAPI",107,26.0558224299065,17.9439252336449,57.6261682242991,129.737542056075,369.448598130841
"Ind4","DOX","24R","10X","DOX_24Rdup_75_EMP_10X_RGB_0003_DAPI",952,26.7437989189189,17.2194594594595,61.3145945945946,137.607437837838,210.957837837838
"Ind4","DOX","24R","20X","DOX_24R_75_EMP_20X_RGB_0001_DAPI",179,29.5938659217877,14.1899441340782,86.5474860335195,436.680396648045,1240.3687150838
"Ind4","DOX","24R","20X","DOX_24R_75_EMP_20X_RGB_0002_DAPI",155,28.1790580645161,13.8516129032258,81.0774193548387,391.464696774194,1081.58709677419
"Ind4","DOX","24R","20X","DOX_24R_75_EMP_20X_RGB_0005_DAPI",159,24.0573037974684,11.7848101265823,82.9493670886076,307.215126582278,1250.90506329114
"Ind4","DOX","24R","20X","DOX_24Rdup_75_EMP_20X_RGB_0004_DAPI",123,29.6392231404959,13.5785123966942,121.652892561983,362.672504132231,2516.17355371901
"Ind4","DOX","24R","20X","DOX_24Rdup_75_EMP_20X_RGB_0005_DAPI",224,33.35315625,14.8125,114.941964285714,424.7485625,1747.71428571429
"Ind4","DOX","24R","20X","DOX_24Rdup_75_EMP_20X_RGB_0006_DAPI",264,37.5035076923077,16.5346153846154,113.1,477.291573076923,1512.23461538462
"Ind4","DOX","24R","20X","DOX_24Rdup_75_EMP_20X_RGB_0007_DAPI",279,35.871535971223,15.7589928057554,112.064748201439,466.290514388489,1474.38489208633
"Ind4","DOX","24R","20X","DOX_24Rdup_75_EMP_20X_RGB_0008_DAPI",100,24.24287,11.94,74.4,339.8424,1256.69
"Ind4","DOX","24T","10X","DOX_24T_75_EMP_10X_RGB_0001_DAPI",212,22.1019685863874,16.9895287958115,38.9685863874346,106.754931937173,191.51832460733
"Ind4","DOX","24T","10X","DOX_24T_75_EMP_10X_RGB_0002_DAPI",344,25.0911467889908,20.2324159021407,40.039755351682,146.732908256881,121.223241590214
"Ind4","DOX","24T","10X","DOX_24Tdup_75_EMP_10X_RGB_0001_DAPI",658,30.9281837672282,22.0199081163859,59.7825421133231,181.449857580398,264.326186830015
"Ind4","DOX","24T","10X","DOX_24Tdup_75_EMP_10X_RGB_0002_DAPI",624,27.4326042345277,18.8778501628664,52.1188925081433,154.625625407166,220.302931596091
"Ind4","DOX","24T","10X","DOX_24Tdup_75_EMP_10X_RGB_0009_DAPI",658,30.9281837672282,22.0199081163859,59.7825421133231,181.449857580398,264.326186830015
"Ind4","DOX","24T","20X","DOX_24T_75_EMP_20X_RGB_0001_DAPI",206,47.7999563106796,18.121359223301,121.815533980583,559.930300970874,1516.79611650485
"Ind4","DOX","24T","20X","DOX_24T_75_EMP_20X_RGB_0002_DAPI",204,39.314315270936,16.8177339901478,95.6256157635468,525.380876847291,1225.039408867
"Ind4","DOX","24T","20X","DOX_24T_75_EMP_20X_RGB_0003_DAPI",223,45.4055294117647,19.1990950226244,108.343891402715,568.65521719457,1234.81447963801
"Ind4","DOX","24T","20X","DOX_24T_75_EMP_20X_RGB_0004_DAPI",72,33.9222638888889,11.8055555555556,115.597222222222,398.513527777778,1664.29166666667
"Ind4","DOX","24T","20X","DOX_24T_75_EMP_20X_RGB_0005_DAPI",246,54.6310408163265,22.2326530612245,128.89387755102,604.121991836735,1185.97959183673
"Ind4","DOX","24T","20X","DOX_24T_75_EMP_20X_RGB_0006_DAPI",90,44.2847555555556,18.4333333333333,114.788888888889,566.193544444444,1715.05555555556
"Ind4","DOX","24T","20X","DOX_24T_75_EMP_20X_RGB_0007_DAPI",120,36.9527166666667,12.5916666666667,113.975,436.695641666667,1627.075
"Ind4","DOX","24T","20X","DOX_24Tdup_75_EMP_20X_RGB_0001_DAPI",120,36.9527166666667,12.5916666666667,113.975,436.695641666667,1627.075
"Ind4","DOX","24T","20X","DOX_24Tdup_75_EMP_20X_RGB_0002_DAPI",85,30.2997647058824,10.9294117647059,103.141176470588,379.716752941176,1558.36470588235
"Ind4","DOX","24T","20X","DOX_24Tdup_75_EMP_20X_RGB_0003_DAPI",141,35.9725957446809,13.2836879432624,105.914893617021,435.299063829787,1471.21985815603
"Ind4","DOX","24T","20X","DOX_24Tdup_75_EMP_20X_RGB_0004_DAPI",103,34.9489029126214,12.1456310679612,105.436893203883,430.425621359223,1531.38834951456
"Ind4","DOX","24T","20X","DOX_24Tdup_75_EMP_20X_RGB_0005_DAPI",90,34.4435333333333,11.3111111111111,116.8,379.004477777778,1568.34444444444
"Ind4","DOX","24T","20X","DOX_24Tdup_75_EMP_20X_RGB_0006_DAPI",204,40.3119754901961,15.8039215686275,110.019607843137,491.685024509804,1348.60784313725
"Ind4","DOX","24T","20X","DOX_24Tdup_75_EMP_20X_RGB_0007_DAPI",142,46.7023857142857,18.6571428571429,117.964285714286,578.362821428571,1473.61428571429
"Ind4","DOX","24T","20X","DOX_24Tdup_75_EMP_20X_RGB_0008_DAPI",194,43.1346288659794,19.3350515463918,93.8505154639175,569.97781443299,1228.64948453608
