"Entrez_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","absFC","Cluster_Membership","Response_Direction"
653635,-0.185906887150239,3.2249670687525,-1.12921976097926,0.266726173709203,0.324793951980787,-6.61731237470772,"WASH7P",0.185906887150239,"NoMotif",NA
729737,-1.03779547039808,3.30607355150121,-5.02907573410485,1.58306188833975e-05,4.82808587415057e-05,2.37491764648064,"LOC729737",1.03779547039808,"Recovered",NA
102723897,0.0890288909492449,3.40251660434944,0.54534826227412,0.58908157844208,0.644685044459809,-7.13939038725752,"LOC102723897",0.0890288909492449,"Recovered",NA
100132287,-0.438060164156101,2.59812472894423,-2.19414550241128,0.0351717716996757,0.0531473827530241,-4.85458145556612,"LOC100132287",0.438060164156101,"Recovered",NA
102465432,0.542896988543961,6.50207732900216,2.7930428357022,0.00852014382662987,0.0146810998139005,-3.99884519711504,NA,0.542896988543961,"Recovered",NA
100133331,-0.764852057563461,2.39507336541976,-3.87953320795798,0.00045784832661791,0.00102628838272417,-0.762670842473945,NA,0.764852057563461,"Recovered",NA
79854,0.771997710707296,0.300262405294644,2.25340056960245,0.0308096272805705,0.0470523734034225,-4.36132527433039,"LINC00115",0.771997710707296,"Recovered",NA
643837,-0.300856143852493,5.82333766379001,-2.38901602022568,0.0225993547921814,0.0355019376049638,-4.88544028535171,"LINC01128",0.300856143852493,"Recovered",NA
100130417,2.30312361527982,0.0812680109991223,5.88830766828493,1.21183643840144e-06,4.70379126090273e-06,5.30248425075812,"LINC02593",2.30312361527982,"NoMotif",NA
148398,3.61013208076249,0.607742428307635,7.73287824565623,5.47288326200257e-09,3.84713870538119e-08,10.554011507777,"SAMD11",3.61013208076249,"NoMotif",NA
26155,0.92918827836464,6.4347217227515,9.47497385962216,4.65410442196826e-11,6.24574706824401e-10,14.8770657914161,"NOC2L",0.92918827836464,"Recovered",NA
339451,0.241357898835362,3.79577950285746,1.44506376866873,0.157613457702943,0.204352327132239,-6.30799946713736,"KLHL17",0.241357898835362,"Recovered",NA
57801,0.260919301604259,5.27541397037155,1.41048925925794,0.167498383783483,0.215509871272863,-6.56744966935792,"HES4",0.260919301604259,"NoMotif",NA
